,name,e,PThrottle,PSupply,PGrowth,SimID,OrgID,T,pH
14,Methanobrevibacter_curvatus,0.0,0.0,1.3416173153543724e-16,1.3403071421715579e-16,2005_210420,Methanobrevibacter_curvatus54_210420,303.0,7.1
15,Methanobrevibacter_cuticularis,0.0,0.0,1.8795417589675345e-16,1.8777062689282915e-16,2015_210420,Methanobrevibacter_cuticularis60_210420,310.0,7.7
16,Methanobrevibacter_filiformis,0.0,0.0,1.6758615327478598e-16,1.6742249491825395e-16,2025_210420,Methanobrevibacter_filiformis54_210420,303.0,7.1
17,Methanobrevibacter_oralis,0.0,0.0,9.92609153607548e-16,9.916398087257436e-16,2035_210420,Methanobrevibacter_oralis61_210420,309.0,7.15
18,Methanocaldococcus_fervens,0.40625,8.904096300598023e-13,2.1917775509164365e-12,1.3013676591604267e-12,2040_210420,Methanocaldococcus_fervens50_210420,358.0,6.5
19,Methanocaldococcus_indicus,0.0,0.0,9.463953326718708e-13,9.454711181337689e-13,2050_210420,Methanocaldococcus_indicus50_210420,358.0,6.5
20,Methanocaldococcus_infernus,0.0,0.0,9.056911257346664e-13,9.048066613485041e-13,2060_210420,Methanocaldococcus_infernus51_210420,358.0,6.5
21,Methanocaldococcus_jannaschii,0.25,3.1805100519312856e-13,1.2722040207725142e-12,9.541529813859693e-13,2062_210420,Methanocaldococcus_jannaschii124_210420,358.0,6.0
22,Methanocaldococcus_villosus,0.0,0.0,4.392916730616713e-13,4.388626772379885e-13,2072_210420,Methanocaldococcus_villosus50_210420,353.0,6.5
23,Methanocaldococcus_vulcanius,0.0,0.0,4.3929677143691023e-13,4.388677705284828e-13,2082_210420,Methanocaldococcus_vulcanius45_210420,353.0,6.5
24,Methanocella_conradii,0.65625,3.8183153851419975e-15,5.818385348787805e-15,2.00006986949378e-15,2087_210420,Methanocella_conradii56_210420,325.5,6.8
25,Methanocorpusculum_labreanum,0.0,0.0,2.6431030288650518e-15,2.6405218733127246e-15,2097_210420,Methanocorpusculum_labreanum47_210420,310.0,7.0
26,Methanocorpusculum_parvum,0.0,0.0,3.556472698592289e-15,3.552999580678931e-15,2107_210420,Methanocorpusculum_parvum50_210420,310.0,7.15
27,Methanoculleus_chikugoensis,0.0,0.0,1.0348232371016886e-16,1.0338126674632426e-16,2117_210420,Methanoculleus_chikugoensis41_210420,298.0,6.95
28,Methanoculleus_horonobensis,0.0,0.0,4.7179834377925096e-15,4.713376031877442e-15,2127_210420,Methanoculleus_horonobensis47_210420,312.5,6.75
29,Methanoculleus_hydrogenitrophicus,0.0,0.0,4.515604583579226e-16,4.511194812022851e-16,2137_210420,Methanoculleus_hydrogenitrophicus48_210420,310.0,6.6
30,Methanoculleus_palmolei,0.0,0.0,1.2280964013179125e-15,1.226897088356559e-15,2147_210420,Methanoculleus_palmolei47_210420,313.0,7.2
31,Methanofollis_liminatans,0.0,0.0,3.174838838505512e-15,3.171738409796138e-15,2157_210420,Methanofollis_liminatans50_210420,313.0,7.0
32,Methanofollis_tationis,0.0,0.0,1.323115340475912e-15,1.321823235157615e-15,2167_210420,Methanofollis_tationis47_210420,311.5,7.0
33,Methanogenium_frigidum,0.0,0.0,4.507343383149936e-17,4.502941678290545e-17,2177_210420,Methanogenium_frigidum45_210420,288.0,7.7
34,Methanolacinia_paynteri,0.0,0.0,9.791129075350662e-15,9.781567425562762e-15,2187_210420,Methanolacinia_paynteri58_210420,313.0,7.0
35,Methanolinea_mesophila,0.0,0.0,2.70651853801582e-16,2.7038754534521874e-16,2197_210420,Methanolinea_mesophila48_210420,310.0,7.0
36,Methanoplanus_endosymbiosus,0.0,0.0,4.566214931137148e-15,4.56175573631978e-15,2207_210420,Methanoplanus_endosymbiosus49_210420,305.0,7.0
37,Methanopyrus_kandleri,0.0625,2.16656888927616e-14,3.466510222841856e-13,3.249853323240012e-13,2211_210420,Methanopyrus_kandleri43_210420,371.0,6.5
38,Methanoregula_boonei,0.0,0.0,1.3557085374515715e-16,1.3543846033153242e-16,2221_210420,Methanoregula_boonei57_210420,309.0,5.1
39,Methanosarcina_soligelidi,0.0,0.0,1.6651032486616397e-17,1.663477170708359e-17,2231_210420,Methanosarcina_soligelidi43_210420,301.0,7.8
40,Methanosarcina_spelaei,0.0,0.0,1.680117919882749e-17,1.678477177694618e-17,2241_210420,Methanosarcina_spelaei49_210420,306.0,6.5
41,Methanosphaerula_palustris,0.0,0.0,6.01643335997973e-16,6.010557936446606e-16,2251_210420,Methanosphaerula_palustris52_210420,303.0,5.5
42,Methanospirillum_psychrodurum,0.0,0.0,1.943197293505553e-15,1.9412996392485846e-15,2261_210420,Methanospirillum_psychrodurum43_210420,298.0,7.0
43,Methanothermobacter_tenebrarum,0.0,0.0,1.650452726856417e-15,1.6488409565361895e-15,2271_210420,Methanothermobacter_tenebrarum52_210420,343.0,7.300000000000001
44,Methanothermobacter_thermautotrophicus,0.0,0.0,8.271071165959931e-15,8.26299392628635e-15,2281_210420,Methanothermobacter_thermautotrophicus42_210420,340.5,7.4
45,Methanothermococcus_okinawensis,0.5625,5.260742355985302e-13,9.352430855084982e-13,4.091688093813276e-13,2285_210420,Methanothermococcus_okinawensis52_210420,335.5,6.5
46,Methanothermus_fervidus,0.65625,1.97040671191581e-14,3.00252451339552e-14,1.0321177314577591e-14,2290_210420,Methanothermus_fervidus56_210420,356.0,6.5
47,Methanotorris_formicicus,0.625,5.91907617094532e-13,9.470521873512512e-13,3.551445236591312e-13,2293_210420,Methanotorris_formicicus49_210420,348.0,6.7
48,Methanocaldococcus_jannaschii,0.671875,3.8857627376909655e-13,5.783460818888879e-13,1.8976974521218972e-13,2299_210420,Methanocaldococcus_jannaschii131_210420,355.0,6.8
