,name,e,PThrottle,PSupply,PGrowth,SimID,OrgID,T,pH
11,Methanobacterium_veterum,0.9921875,3.1022607588747926e-13,3.126688008944673e-13,2.441173720648377e-15,1016_210420,Methanobacterium_veterum24_210420,301.0,7.1
12,Methanobrevibacter_acididurans,0.9990234375,8.252935180168702e-13,8.261002565486561e-13,8.008521064823163e-16,1026_210420,Methanobrevibacter_acididurans33_210420,308.0,6.0
13,Methanobrevibacter_arboriphilus,0.99365234375,6.70215243759652e-13,6.744967170613108e-13,4.26968637277737e-15,1040_210420,Methanobrevibacter_arboriphilus30_210420,306.5,7.75
14,Methanobrevibacter_curvatus,0.99749755859375,1.3382508566116262e-13,1.3416081524031623e-13,3.3481319821378593e-16,1054_210420,Methanobrevibacter_curvatus33_210420,303.0,7.1
15,Methanobrevibacter_cuticularis,0.99761962890625,1.875052210897392e-13,1.8795261806878478e-13,4.458387473559319e-16,1068_210420,Methanobrevibacter_cuticularis36_210420,310.0,7.7
16,Methanobrevibacter_filiformis,0.9974365234375,1.671550780178053e-13,1.6758467741058144e-13,4.281235076838667e-16,1081_210420,Methanobrevibacter_filiformis33_210420,303.0,7.1
17,Methanobrevibacter_oralis,0.998046875,9.906652796785571e-13,9.926039592865387e-13,9.64145200544241e-16,1091_210420,Methanobrevibacter_oralis34_210420,309.0,7.15
18,Methanocaldococcus_fervens,0.9990234375,2.1892829702101447e-09,2.1914230317646024e-09,1.785245066577305e-12,1105_210420,Methanocaldococcus_fervens28_210420,358.0,6.5
19,Methanocaldococcus_indicus,0.9979248046875,9.44267832805578e-10,9.462314478707395e-10,1.7997167478460383e-12,1124_210420,Methanocaldococcus_indicus28_210420,358.0,6.5
20,Methanocaldococcus_infernus,0.99786376953125,9.036072135674688e-10,9.055416592506825e-10,1.7848936651948965e-12,1138_210420,Methanocaldococcus_infernus30_210420,358.0,6.5
21,Methanocaldococcus_jannaschii,0.9990234375,1.2708718241530063e-09,1.2721141231013475e-09,1.1523524277712104e-12,1148_210420,Methanocaldococcus_jannaschii73_210420,358.0,6.0
22,Methanocaldococcus_villosus,0.998046875,4.3838557214568866e-10,4.3924346954714795e-10,3.8074191958813485e-13,1163_210420,Methanocaldococcus_villosus26_210420,353.0,6.5
23,Methanocaldococcus_vulcanius,0.9970703125,4.3795901427823985e-10,4.392458674054041e-10,1.2359399009900334e-12,1175_210420,Methanocaldococcus_vulcanius24_210420,353.0,6.5
24,Methanocella_conradii,0.9990234375,5.812656751036008e-12,5.818338722444646e-12,5.635247269368547e-15,1185_210420,Methanocella_conradii33_210420,325.5,6.8
25,Methanocorpusculum_labreanum,0.994140625,2.6275770662495115e-12,2.6430637680152255e-12,1.5447415746414643e-14,1199_210420,Methanocorpusculum_labreanum27_210420,310.0,7.0
26,Methanocorpusculum_parvum,0.9971923828125,3.546473091794846e-12,3.5564582651466982e-12,9.970735869093724e-15,1212_210420,Methanocorpusculum_parvum28_210420,310.0,7.15
27,Methanoculleus_chikugoensis,0.94921875,9.822721775074022e-14,1.0348217178678805e-13,5.2548029298437475e-15,1220_210420,Methanoculleus_chikugoensis28_210420,298.0,6.95
28,Methanoculleus_horonobensis,0.99609375,4.6994930094901e-12,4.717922393841041e-12,1.8368360471342788e-14,1228_210420,Methanoculleus_horonobensis28_210420,312.5,6.75
29,Methanoculleus_hydrogenitrophicus,0.97802734375,4.416323634667782e-13,4.5155420887666587e-13,9.91558750564142e-15,1239_210420,Methanoculleus_hydrogenitrophicus31_210420,310.0,6.6
30,Methanoculleus_palmolei,0.978515625,1.2017086009032587e-12,1.2280934204839691e-12,2.6381833207731492e-14,1248_210420,Methanoculleus_palmolei30_210420,313.0,7.2
31,Methanofollis_liminatans,0.9892578125,3.1407197215579773e-12,3.1748242792451814e-12,3.408999664911906e-14,1258_210420,Methanofollis_liminatans31_210420,313.0,7.0
32,Methanofollis_tationis,0.87109375,1.1525548423393228e-12,1.3231122853760834e-12,1.705543414551996e-13,1266_210420,Methanofollis_tationis25_210420,311.5,7.0
33,Methanogenium_frigidum,0.875,3.9439132267248984e-14,4.507329401971313e-14,5.6340184795698975e-15,1269_210420,Methanogenium_frigidum23_210420,288.0,7.7
34,Methanolacinia_paynteri,0.998046875,9.771710745057012e-12,9.790833466671604e-12,9.265733648369075e-15,1279_210420,Methanolacinia_paynteri32_210420,313.0,7.0
35,Methanolinea_mesophila,0.99609375,2.695931010308743e-13,2.706503288780542e-13,1.0557033875230112e-15,1291_210420,Methanolinea_mesophila29_210420,310.0,7.0
36,Methanoplanus_endosymbiosus,0.9974365234375,4.554293097499842e-12,4.565997926167998e-12,1.1487819578889386e-14,1304_210420,Methanoplanus_endosymbiosus28_210420,305.0,7.0
37,Methanopyrus_kandleri,0.9990234375,3.4629570101621124e-10,3.4663421098787907e-10,3.2169803055825346e-13,1314_210420,Methanopyrus_kandleri28_210420,371.0,6.5
38,Methanoregula_boonei,0.998046875,1.3530439627073674e-13,1.355691798250826e-13,1.307176869726049e-16,1324_210420,Methanoregula_boonei29_210420,309.0,5.1
39,Methanosarcina_soligelidi,0.75,1.2488264417619059e-14,1.665101922349208e-14,4.162740542296472e-15,1331_210420,Methanosarcina_soligelidi21_210420,301.0,7.8
40,Methanosarcina_spelaei,0.0,0.0,1.680117973012699e-14,1.6784772308245677e-14,1341_210420,Methanosarcina_spelaei27_210420,306.0,6.5
41,Methanosphaerula_palustris,0.998046875,6.004369059101955e-13,6.016119292094327e-13,5.561017708603291e-16,1351_210420,Methanosphaerula_palustris29_210420,303.0,5.5
42,Methanospirillum_psychrodurum,0.974609375,1.8938355768191768e-12,1.943173978620077e-12,4.9315030165657386e-14,1362_210420,Methanospirillum_psychrodurum29_210420,298.0,7.0
43,Methanothermobacter_tenebrarum,0.989990234375,1.6339233209603981e-12,1.6504438773498866e-12,1.6511715219344287e-14,1374_210420,Methanothermobacter_tenebrarum31_210420,343.0,7.300000000000001
44,Methanothermobacter_thermautotrophicus,0.962890625,7.963634442175978e-12,8.270549359825763e-12,3.0639104168342704e-13,1383_210420,Methanothermobacter_thermautotrophicus27_210420,340.5,7.4
45,Methanothermococcus_okinawensis,0.9990234375,9.34294797887413e-10,9.35208087034908e-10,8.782528715477853e-13,1393_210420,Methanothermococcus_okinawensis31_210420,335.5,6.5
46,Methanothermus_fervidus,0.9990234375,2.9995577079672743e-11,3.0024898269388944e-11,2.89735979261496e-14,1407_210420,Methanothermus_fervidus34_210420,356.0,6.5
47,Methanotorris_formicicus,0.9990234375,9.460974099297127e-10,9.47022236332381e-10,8.9483014950793e-13,1420_210420,Methanotorris_formicicus29_210420,348.0,6.7
48,Methanocaldococcus_jannaschii,0.9990234375,5.777505835072697e-10,5.783153445859669e-10,5.339602541974252e-13,1433_210420,Methanocaldococcus_jannaschii89_210420,355.0,6.8
